title,release_date,runtime,genre/s,description,image,trailer,actors,director,writers
Coco,"
1 de diciembre de 2017
",PT01H45M00S,"Animación,Fantasía,Familia","En un pequeño y alegre pueblo mexicano vive Miguel, un niño de 12 años que pertenece a una familia de zapateros, en la que la música está prohibida. Durante generaciones, los Rivera han censurado la música porque creen que hay una maldición en ella. Y es que, hace muchos años, su bisabuelo abandonó a su mujer para seguir su sueño de ser músico, y por eso la música se declaró muerta para todos ellos. Claro que Miguel guarda en su interior el anhelo de ser músico. A pesar de la maldición familiar, Miguel no desiste ya que ama la música y no va a renunciar a sus sueños tan fácilmente. Su sueño es tocar la guitarra, inspirado por su cantante favorito de todos los tiempos, Ernesto de la Cruz. En la mañana del Día de Muertos, el joven se verá envuelto en una fantástica aventura junto a su perro Dante. Ambos lograrán entrar al Mundo de los Muertos, donde conocerán a sus antepasados, además de a un espíritu amigo llamado Héctor. Con la festividad del Día de Muertos como telón de fondo, Coco nos trasladará a este mundo colorido y musical que es una celebración de la vida, de la familia, los recuerdos y la conexión a través de diversas generaciones.Filme de animación de la factoría Pixar escrito y dirigido por Lee Unkrich (Toy Story 3, Buscando a Nemo) y Adrián Molina (El viaje de Arlo). Entre las voces protagonistas de la versión original están las de los actores Benjamin Bratt (Doctor Extraño, Infiltrados en Miami) como Ernesto de la Cruz y Gael García Bernal (Mozart in the Jungle, Neruda) como Héctor, además de la del joven Anthony Gonzalez como el niño protagonista. Completan el reparto Edward James Olmos (Blade Runner), Alanna Ubach (Los padres de él), Cheech Marin (Machete), Gabriel Iglesias (Americano) y Alfonso Arau (Tres amigos).",/movie_images/Coco.jpg,https://www.sensacine.com/peliculas/pelicula-206775/trailer-19556406/,,"Lee Unkrich,Adrian Molina","Adrian Molina,Matthew Aldrich,Lee Unkrich,Jason Katz,Matthew Aldrich,Adrian Molina"
Vengadores: Infinity War,"
27 de abril de 2018
",PT02H36M00S,"Aventura,Acción,Fantasía","Un nuevo peligro acecha procedente de las sombras del cosmos. Thanos, el infame tirano intergaláctico, tiene como objetivo reunir las seis Gemas del Infinito, artefactos de poder inimaginable, y usarlas para imponer su perversa voluntad a toda la existencia. Los Vengadores y sus aliados tendrán que luchar contra el mayor villano al que se han enfrentado nunca, y evitar que se haga con el control de la galaxia. En su nueva e impactante aventura, el destino de la Tierra nunca había sido más incierto, las Gemas del Infinito estarán en juego, unos querrán protegerlas y otros controlarlas, ¿quién ganará?Tercera entrega de la saga Vengadores que vuelven a dirigir los hermanos Joe y Anthony Russo (Capitán América: Civil War, Capitán América: El Soldado de Invierno).&amp;nbsp;El reparto estelar de actores está formado por Robert Downey Jr. (El juez) como Iron Man, Chris Evans (Un don excepcional) como Capitán América, Scarlett Johansson (Ghost in the Shell: El alma de la máquina) como Viuda negra, Chris Hemsworth (Thor: Ragnarok) como Thor, Mark Ruffalo (Ahora me ves 2) como Hulk, Anthony Mackie (Detroit) como Sam el Halcón, Tom Hiddleston (Kong. La Isla Calavera) como Loki, Jeremy Renner (La llegada) como Ojo de Halcón, Paul Rudd (Mute) como Ant-Man, Idris Elba (Molly's Game) como Heimdall, Paul Bettany (Margin Call) como Visión, Elizabeth Olsen (Godzilla) como La bruja escarlata, Tom Holland (Z, la ciudad perdida) como Spider-Man, Sebastian Stan (Yo, Tonya) como Bucky Barnes, Josh Brolin (¡Ave, César!) como Thanos, Benedict Cumberbatch (Sherlock) como Doctor Extraño, Karen Gillan (Jumanji: Bienvenidos a la jungla) como Nebula, Zoe Saldana (Vivir de noche) como Gamora, Dave Bautista (Blade Runner 2049) como Drax, Chris Pratt (Jurassic World: El reino caído) como Star-Lord, Chadwick Boseman (Dioses de Egipto) como Black Panther, Letitia Wright (Ready Player One) como Shuri, Florence Kasumba (Wonder Woman) como Ayo y Angela Bassett (American Horror Story) como Ramonda.",/movie_images/Vengadores: Infinity War.jpg,https://www.sensacine.com/peliculas/pelicula-218265/trailer-19557776/,"Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans","Joe Russo,Anthony Russo","Christopher Markus,Stephen McFeely,Jack Kirby,Jack Kirby,Jim Starlin"
El Señor de los Anillos: La Comunidad del Anillo,"
21 de diciembre de 2001
",PT02H58M00S,"Fantasía,Aventura","La trilogía del Señor de los Anillos se estrenó en 2001 con La Comunidad del Anillo, le siguió Las dos torres en 2002 y acabó con El retorno del Rey en 2003.En este episodio de la trilogía, el joven y tímido hobbit, Frodo Bolsón, hereda un anillo. Lejos de ser una simple baratija, se trata del Anillo único, un instrumento de poder que permitiría a Sauron, el Señor Oscuro, reinar en la Tierra Media y convertir en esclavos a sus habitantes. Frodo, con la ayuda de una Compañía formada por hobbits, hombres, un mago, un enano y un elfo, tiene la misión de llevar el Anillo viajando por toda la Tierra Media hasta el Monte del Destino, lugar donde fue forjado, y destruirlo para siempre. Un tal periplo supone aventurarse muy lejos en Mordor, la tierra del Señor Oscuro, donde se concentra su ejército de orcos maléficos... La Compañía, no solo debe combatir las fuerzas externas del mal, sino también las fuerzas internas y la influencia corruptora que ejerce el propio anillo. El final de la historia está íntimamente ligado a la suerte de la Compañía.",/movie_images/El Señor de los Anillos: La Comunidad del Anillo.jpg,https://www.sensacine.com/peliculas/pelicula-27070/trailer-19360378/,"Elijah Wood,Sean Astin,Ian McKellen,Sala Baker",Peter Jackson,"Peter Jackson,Fran Walsh,Philippa Boyens,J.R.R. Tolkien,Roisin Carty"
Cinema Paradiso,"
15 de diciembre de 1989
",PT01H58M00S,Comedia dramática,"En esta historia de amor por el cine, Salvatore Di Vita (Jacques Perrin), un cineasta, recuerda su niñez cuando recibe una llamada de su madre dándole una mala noticia. Salvatore, al que todos conocen como Totó, es un niño al que le encanta disfrutar de las películas que se proyectan en el cine local, el ‘Cinema Paradiso’. Cuando conoce a Alfredo (Philippe Noiret), el encargado de las proyecciones en el cine, empieza a entablar una estrecha relación con él, afincada en la pasión de ambos por el séptimo arte. Así mismo, Alfredo le enseña al joven Totó todos los secretos, entresijos y misterios ocultos que guardan las peliculas. Pasan los años y Salvatore crece, decidiendo abandonar su pequeño pueblo siciliano, Giancaldo, para buscarse la vida lejos de allí. Escrita y dirigida por Giuseppe Tornatore, guionista y cineasta siciliano, ‘Cinema Paradiso’ ganó en 1989 el Oscar como Mejor película de habla no inglesa. Ese mismo año ganó el Globo de Oro a Mejor película extranjera. En el Festival de Cannes de ese año obtuvo el Premio Especial del Jurado. En 1990 tuvo once nominaciones en los Premios BAFTA y ganó cinco estatuillas, incluyendo Mejor película de habla no inglesa.",/movie_images/Cinema Paradiso.jpg,https://www.sensacine.com/peliculas/pelicula-4989/trailer-19538904/,"Philippe Noiret,Jacques Perrin,Salvatore Cascio,Marco Leonardi",Giuseppe Tornatore,"Giuseppe Tornatore,Giuseppe Tornatore"
Tiburón,"
19 de diciembre de 1975
",PT02H04M00S,"Suspense,Acción","El pánico se desata en Amity Island cuando se suceden una serie de ataques a bañistas y navegantes que nadie logra entender. Todos los brutales acontecimientos se producen debido al temido tiburón blanco, un animal de más de tres toneladas de peso que está sembrando el caos en la zona donde se desarrolla la historia. Una vez que se desata el pánico, el Sheriff Brody, acompañado en todo momento por Hooper y Quint, decidirán unir sus fuerzas en una lucha desesperada para asegurar la supervivencia de los ciudadanos y de esta forma poder acabar con la terrible amenaza acuática.

Steven Spielberg ('Cartas desde Iwo Jima', 'Transformers: La era de la extinción') es el encargado de dirigir 'Tiburón', una gran producción que cuenta en su reparto con la presencia de una serie de actores de renombre como Roy Scheider ('El castigador', 'Padre de familia'), Robert Shaw ('Golpe de mil millones de dólares', 'El tren de los espías') o Richard Dreyfuss ('Red', 'Killing Winston Jones').",/movie_images/Tiburón.jpg,https://www.sensacine.com/peliculas/pelicula-12789/trailer-19516927/,"Roy Scheider,Robert Shaw,Richard Dreyfuss,Lorraine Gary",Steven Spielberg,"Carl Gottlieb,Peter Benchley,Peter Benchley"
Interstellar,"
7 de noviembre de 2014
",PT02H49M00S,"Ciencia ficción,Drama","Inspirada en la teoría del experto en relatividad Kip Stepehen Thorne sobre la existencia de los agujeros de gusano, y su función como canal para llevar a cabo los viajes en el tiempo. La historia gira en torno a un grupo de intrépidos exploradores que se adentran por uno de esos agujeros y viajan a través del mismo, encontrándose en otra dimensión. Un mundo desconocido se abre ante ellos y deberán luchar por mantenerse unidos si quieren volver de una pieza.

La película cuenta con un reparto de lujo con nombres como Matthew McConaughey ('Sahara'), Anne Hathaway ('El caballero oscuro. La leyenda renace'), Jessica Chastain ('La noche más oscura') y Michael Caine ('El caballero oscuro'), todos ellos a las órdenes de Christopher Nolan ('Memento', 'Origen').",/movie_images/Interstellar.jpg,https://www.sensacine.com/peliculas/pelicula-114782/trailer-19539171/,"Matthew McConaughey,Anne Hathaway,Michael Caine,John Lithgow",Christopher Nolan,"Jonathan Nolan,Christopher Nolan"
Cómo entrenar a tu dragón,"
26 de marzo de 2010
",PT01H33M00S,"Animación,Aventura,Familia","Con una nominación al Oscar para la Mejor Película de Animación de 2010, esta comedia de aventuras y fantasía cuenta en su versión original con las voces de actores de la talla de Gerard Butler (300) y David Tennant (Doctor Who). Hipo es un adolescente vikingo que no encaja con el estereotipo de su pueblo de rudos cazadores de dragones: no sabe lanzar un hacha, no sabe usar una espada y es demasiado pequeño y flacucho para luchar. Sin embargo, empeñado en hacerse valer, sale en busca de su primer dragón... pero lo que encuentra no se parece en nada a las historias que ha oído durante toda su vida acerca de esos &quot;terribles monstruos&quot;. Conocerá a Desdentao, un ejemplar de los legendarios Furia Nocturna, una raza que se creía extinta. Después de dispararle se dará cuenta de que los dragones no son las bestias asesinas que él creía e iniciará una relación de amistad con el dragón que pretendía cazar en un principio.Basada en el libro infantil de Cressida Cowell, 'Cómo Entrenar a tu Dragón' es un canto a la amistad a través de las diferencias y los prejuicios.",/movie_images/Cómo entrenar a tu dragón.jpg,https://www.sensacine.com/peliculas/pelicula-123534/trailer-18933685/,,"Chris Sanders,Dean DeBlois","Chris Sanders,Dean DeBlois,William Davies,Cressida Cowell"
El sexto sentido,"
14 de enero de 2000
",PT01H47M00S,"Suspense,Drama","Cole Sear, un niño de ocho años, oculta un terrible secreto: Su mente se ve acosada por amenazantes espíritus. Demasiado joven para comprender el porqué de estas apariciones y traumatizado por sus poderes paranormales, Cole se hunde en un miedo enfermizo y se niega a revelar a nadie la causa de su aislamiento, a excepción de un psicólogo infantil. La búsqueda de una explicación racional guiará a Cole y a su terapeuta hacia una verdad sorprendente e inexplicable.",/movie_images/El sexto sentido.jpg,https://www.sensacine.com/peliculas/pelicula-22092/trailer-19361687/,"Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams",M. Night Shyamalan,M. Night Shyamalan
Pesadilla antes de Navidad,"
2 de diciembre de 1994
",PT01H15M00S,"Fantasía,Animación,Comedia musical","Tim Burton unió sus fuerzas con las del compositor Danny Elfman y el animador Henry Selick para dar una visión propia de la Navidad, a través de unos maravillosos seres que viven en el mundo de Halloween. Uno de ellos, Jack Skellington, descubrirá la Navidad y querrá ser protagonista de ella (como lo es de la noche de Halloween), a pesar de que en un principio deba de secuestrar al propio Santa y aterrorizar a medio mundo.Al final, y gracias a la fuerza del amor, se dará cuenta de que él y sus amigos ya tienen una misión asignada, la cual consiste en hacer que en la noche de difuntos nos lo pasemos todos muy bien/mal. Perfecta animación repleta de poesía, el esfuerzo de Danny Elfman en esta producción fue tal que le llevó a una ruptura temporal con Burton, el productor y creador del filme. Nunca el uso del stop-motion estuvo tan vivo y la Navidad tuvo una visión tan divertidamente siniestra.",/movie_images/Pesadilla antes de Navidad.jpg,https://www.sensacine.com/peliculas/pelicula-27633/trailer-19434041/,,Henry Selick,"Tim Burton,Michael McDowell,Caroline Thompson,Tim Burton,Tim Burton"
Django desencadenado,"
18 de enero de 2013
",PT02H44M00S,Western,"Estados del Sur de Norteamérica. Unos años antes de la Guerra de Secesión. El ambiente comienza a estar caldeado entre los partidarios de la abolición de la esclavitud y los defensores de mantener sus derechos sobre los hombres y mujeres de raza negra. En medio de esa tensa situación social, un esclavo de nombre Django (Jamie Foxx, 'Ray') ha sido separado de su esposa Bromhilda (Kerry Washington, 'Ray') y su mayor esperanza en la vida es poder ser libre algún día para poder ir en su busca y reunirse con ella.
Se encuentra en manos del malvado Calvin Candie (Leonardo DiCaprio, 'El Gran Gatsby'), un proxeneta y cruel esclavista que se dedica no solo a prostituir a sus esclavos, sino a obligarles a que luchen entre sí los unos contra los otros en combates a vida o muerte, para así sacar beneficios con las apuestas, en un panorama de degradación moral absoluta. Con un pasado llevo de trauma y dolor, Django verá su oportunidad cuando un médico alemán reconvertido en cazarrecompensas, Dr. King Schultz (Christoph Waltz, 'Malditos bastardos') lo tome bajo su protección para que le ayude a encontrar la pista de dos de los asesinos más buscados de la región.
La química entre ambos hombres será absoluta, y pronto se convertirán en un inusual tándem inseparable de justicieros dispuestos a vengar todas las tropelías que ocurran a su alrededor. Su última parada, será encontrar al malvado Calvin y a su trouppe de torturadores, entre los que también se encuentra Ace Speck (James Remar, 'Dexter'), otro sanguinario sádico que entrena a los esclavos para despedazarse entre sí.",/movie_images/Django desencadenado.jpg,https://www.sensacine.com/peliculas/pelicula-190918/trailer-19428862/,"Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington",Quentin Tarantino,Quentin Tarantino
Logan,"
3 de marzo de 2017
",PT02H17M00S,"Acción,Ciencia ficción","Es el año 2029. Los mutantes prácticamente han desparecido. Un cansado y abatido Logan (Hugh Jackman) vive retirado en la ciudad mexicana de El Paso. Es una sombra de lo que era. Se gana la vida conduciendo limusinas y se emborracha más de la cuenta. Su compañero en el exilio es el Profesor Charles Xavier (Patrick Stewart), también en las últimas, ya que está enfermo, inválido y con sus facultades mentales deterioradas. Logan cuida de él. Pero los intentos de Logan por ocultarse del mundo y olvidar su legado terminarán con la aparición de la joven Laura Kinney (Dafne Keen), también conocida como X-23, una niña que parece tener sus mismos poderes, y que está siendo perseguida por fuerzas oscuras. Esto obligará a Logan a enfrentarse a un villano de su antiguo pasado en una misión a vida o muerte.Logan es la nueva película de Lobezno, después de X-Men Orígenes: Lobezno (2009) y Lobezno inmortal (2013). Esta tercera entrega sobre el mutante más legendario de la saga X-Men cuenta con James Mangold (Lobezno inmortal, Noche y Día, El tren de las 3:10) como director. Sus protagonistas son Hugh Jackman (Pan: Viaje a Nunca Jamás, Chappie, X-Men: Días del futuro pasado) como Logan, Patrick Stewart (Blunt Talk, Ted 2, Lobezno inmortal) como el Profesor Charles Xavier, Boyd Holbrook (Narcos, La venganza de Jane) como Donald Pierce y la joven Dafne Keen (Refugiados) como Laura Kinney.",/movie_images/Logan.jpg,https://www.sensacine.com/peliculas/pelicula-225116/trailer-19552411/,"Hugh Jackman,Patrick Stewart,Dafne Keen,Boyd Holbrook",James Mangold,"James Mangold,Michael Green,Scott Frank"
Ciudad de Dios,"
31 de enero de 2003
",PT02H15M00S,"Drama,Crimen","En una favela de Río de Janeiro, en los años sesenta, “Buscapé” es un niño negro, pobre, demasiado frágil para ser un delincuente, pero demasiado listo para contentarse con un trabajo mal pagado. Ha crecido en un entorno violento, pero intenta ver la realidad de otro modo, con los ojos de un artista. Sueña con convertirse en fotógrafo profesional.

“Dadinho”, un niño de once años, se acaba de mudar a la Ciudad. Él, en cambio, desea convertirse en el mayor criminal de Río y comienza su aprendizaje haciendo pequeños trabajos para la mafia local. Admira a “Cabeleira” y a su banda, que asaltan los camiones y roban todo lo que pillan. “Cabeleira” le ofrece a “Dadinho” la ocasión de cometer un asesinato, que será el primero de una larga lista…",/movie_images/Ciudad de Dios.jpg,https://www.sensacine.com/peliculas/pelicula-45264/trailer-19364881/,"Alexandre Rodrigues,Leandro Firmino da Hora,Seu Jorge,Alice Braga","Fernando Meirelles,Kátia Lund","Braulio Mantovani,Paulo Lins"
American History X,"
18 de marzo de 1999
",PT01H59M00S,Drama,"Derek acaba de entrar en prisión por asesinar a dos personas de raza negra que querían robarle su furgoneta. Tras pasar muchos años en la cárcel, ya no tiene las mismas ideas de skinhead que tiempo atrás y vuelve para reinsertarse en la sociedad como uno más. Para su hermano pequeño siempre ha sido un modelo a seguir y Derek quiere que eso cambie. Él ya no es skinhead y no quiere que su hermano vaya por el mismo camino…",/movie_images/American History X.jpg,https://www.sensacine.com/peliculas/pelicula-12475/trailer-19433968/,"Edward Norton,Edward Furlong,Elliott Gould,Stacy Keach",Tony Kaye,David McKenna
Blade Runner,"
14 de enero de 1983
",PT01H57M00S,Ciencia ficción,"Año 2019, la ciudad de Los Ángeles es un lugar oscuro y decadente, un abismo dominado por enormes rascacielos y grandes carteles de neón. Rick Deckard (Harrison Ford) es un blade runner, un agente de policía destinado al retiro de replicantes ilegales. Su misión es dar caza a un grupo de cuatro de estos androides, sofisticados NEXUS 6 superiores en fuerza e inteligencia a los humanos, pero diseñados para vivir una corta existencia de cuatro años. Este grupo, que ha huido de una colonia espacial y ha entrado en la Tierra con intenciones desconocidas, está liderado por el especialmente peligroso e inteligente Roy Batty (Rutger Hauer).Las investigaciones de Deckard le llevarán hasta la poderosa Tyrell Corporation, compañía especializada en robótica dirigida por el millonario Eldon Tyrell (Joe Turkel). Allí Deckard conocerá a Rachel (Sean Young), la bella secretaria de Tyrell que desconoce su propia naturaleza replicante. A pesar de sus prejuicios contra estos seres, Deckard no podrá evitar sentirse atraído por la joven, por lo que empezará a cuestionarse la honorabilidad de su trabajo y a plantearse trascendentales conflictos acerca de la humanidad que puedan tener estas criaturas que lo único que anhelan es poder vivir más tiempo del que el hombre les ha adjudicado. Basado en la novela de Philip K. Dick ¿Sueñan los androides con ovejas eléctricas? (1968), Ridley Scott (Alien, el octavo pasajero) dirige este clásico de la ciencia ficción con guión de Hampton Fancher y David Webb. Sus protagonistas son Harrison Ford (En busca del arca perdida), Rutger Hauer (Halcones de la noche), Sean Young (El pelotón chiflado), Daryl Hannah (Muñecas de papel), Edward James Olmos (Persecución en Texas) y Joe Turkel (El resplandor).",/movie_images/Blade Runner.jpg,https://www.sensacine.com/peliculas/pelicula-1975/trailer-19361565/,"Harrison Ford,Rutger Hauer,Sean Young,Daryl Hannah",Ridley Scott,"David Webb Peoples,Hampton Fancher,Philip K. Dick"
Psicosis,"
2 de abril de 1961
",PT01H49M00S,"Suspense,Terror","Inspirada en la novela homónima de Robert Bloch, la historia está ambientada en un tétrico motel de carretera llamado cuyo dueño es Norman Bates (Anthony Perkins, 'Asesinato en el Orient Express'). Junto al motel hay una casa, tan poco acogedora como el edificio, en la que reside el señor Bates con su madre.

Una lluviosa noche llega al lugar una joven llamada Marion Crane (Janet Leigh, 'La niebla') la cual solicita una habitación aportando un nombre falso tras haber robado 40.000 dólares a su jefe. Tras disfrutar de una cena en compañía de Bates, Marion decide ir a su habitación para tomar una ducha y acostarse. Cuando la joven parece estar disfrutando de una placentera ducha una sombra aparece tras la cortina y de pronto una persona con un cuchillo le arebata la vida.

Al cabo de una semana, el novio de Marion, John (Sam Loomis ) y la hermana de esta, Lila Vera Miles), comienzan la búsqueda de la desaparecida, empezando así una trepidante historia repleta de misterio y supense.",/movie_images/Psicosis.jpg,https://www.sensacine.com/peliculas/pelicula-1603/trailer-19438182/,"Anthony Perkins,Janet Leigh,John Gavin,Vera Miles",Alfred Hitchcock,"Joseph Stefano,Robert Bloch"
El Señor de los Anillos: Las dos torres,"
18 de diciembre de 2002
",PT02H59M00S,"Fantasía,Aventura","Tras la muerte de Boromir y la desaparición de Gandalf, la Comunidad se divide en tres. Perdidos en las colinas de Emyn Muil, Frodo y Sam descubren que les persigue Gollum, una criatura volátil corrompida por el Anillo Único. Éste promete a los hobbits conducirles hasta la Puerta Negra de Mordor. Aragorn, Legolas y Gimli atraviesan la Tierra Media y llegan a Rohan, el reino de Théoden. El anciano rey, manipulado por el espía de Saruman, el siniestro Lengua de Serpiente, ha caído en las redes del malvado mago. Éowyn, la sobrina del rey, descubre en Aragorn a todo un líder. Mientras tanto, los hobbits Merry y Pippin, que estaban prisioneros de los Uruk-hai, han escapado y descubren en el misterioso Bosque de Fangorn a un aliado inesperado: Bárbol, guardián de los árboles y representante de un antiguo pueblo vegetal que Saruman había diezmado…",/movie_images/El Señor de los Anillos: Las dos torres.jpg,https://www.sensacine.com/peliculas/pelicula-39186/trailer-19360396/,"Elijah Wood,Sean Astin,Viggo Mortensen,Ian McKellen",Peter Jackson,"Peter Jackson,Philippa Boyens,Stephen Sinclair,Fran Walsh,J.R.R. Tolkien,Roisin Carty"
Eduardo Manostijeras,"
12 de abril de 1991
",PT01H45M00S,"Fantasía,Comedia,Romántico","En esta película, una anciana le cuenta a su nieta la historia de Eduardo Manostijeras (Johnny Depp, 'Piratas del Caribe', 'Alicia en el País de las Maravillas') durante la noche de Navidad. Eduardo es un muchacho creado por un inventor que murió antes de terminar su obra, por lo que tiene cuchillas en lugar de dedos. Aislado del mundo durante años y con un aspecto un tanto siniestro, el joven descubre el amor verdadero cuando una mujer lo acoge en su casa. Tras una serie de desafortunados acontecimientos, los vecinos considerarán que Eduardo es una amenaza para la comunidad, por lo que se verá obligado a renunciar a su nueva vida.",/movie_images/Eduardo Manostijeras.jpg,https://www.sensacine.com/peliculas/pelicula-27624/trailer-19439961/,"Johnny Depp,Winona Ryder,Dianne Wiest,Vincent Price",Tim Burton,"Caroline Thompson,Tim Burton"
Rocky,"
3 de octubre de 1977
",PT01H59M00S,"Acción,Drama","Rocky nos lleva hasta los barrios marginales de Filadelfia. Allí, Rocky Balboa recauda las deudas impagadas para Tony Gazzo, un usurero, y combate de vez en cuando, tan solo por un puñado de dólares, en combates de boxeo con el apodo de &quot;El Potro Italiano&quot;. Desgraciadamente su antiguo entrenador, Mickey, le deja tirado. Su amigo Paulie, que trabaja en un almacén de congelados, anima a Rocky a salir con su hermana Adrian, una joven tímida que trabaja como vendedora en una tienda de mascotas.Durante ese tiempo, Apollo Creed, el campeón del mundo de boxeo en la categoría de pesos pesados, buscará un nuevo contrincante para volver a disputarse el título y su elección será Rocky.La película, dirigida por John G. Avildsen (Karate Kid, el momento de la verdad), ganó tres premios de la Academia (Mejor Película, Mejor Director y Mejor Montaje) y estuvo nominada en diez categorías, incluyendo Mejor Actor y Mejor Guion. En los Globos de Oro se alzó con el galardón a la Mejor Película de Drama y sumó un total de seis candidaturas.",/movie_images/Rocky.jpg,https://www.sensacine.com/peliculas/pelicula-28251/trailer-19479922/,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers",John G. Avildsen,Sylvester Stallone
Pride and Prejudice (Orgullo y prejuicio),"
10 de febrero de 2006
",PT02H09M00S,"Romántico,Comedia","Finales del siglo XVIII en Inglaterra. En una familia de cinco hijas, la madre les ha enseñado que el único propósito que tienen que tener en la vida es encontrar un marido. Cuando un rico soltero se muda a una mansión vecina, las Bennet se revolucionan: sus fiestas serán una gran oportunidad para conocer a pretendientes. Elizabeth, la hija con más carácter, entrará en un conflicto amor-odio con el Sr. Darcy.",/movie_images/Pride and Prejudice (Orgullo y prejuicio).jpg,https://www.sensacine.com/peliculas/pelicula-59068/trailer-19378823/,"Keira Knightley,Matthew Macfadyen,Rosamund Pike,Jena Malone",Joe Wright,"Deborah Moggach,Emma Thompson,Jane Austen"
Harry Potter y la Piedra Filosofal,"
30 de noviembre de 2001
",PT02H32M00S,"Fantasía,Aventura,Familia","Harry Potter es un niño huérfano criado por su tío Vernon y su tía Petunia que lo odian. Desde que era pequeño, estos siempre le han contado que sus padres murieron en un accidente de coche.El día de su decimoprimer cumpleaños, Harry recibe la inesperada visita de un hombre gigantesco de nombre Rubeus Hagrid. Este le revela que es, de hecho, hijo de dos poderosos magos y que él también posee extraordinarios poderes.Lleno de alegría, el chico acepta ir a estudiar a Hogwarts, el famoso colegio de magia y hechicería. Por fin, tiene la oportunidad de hacer amigos. Odiado por Severus Snape, profesor de Pociones, y protegido por Albus Dumbledore, director del colegio, Harry intentará dilucidar el misterio de la piedra filosofal.",/movie_images/Harry Potter y la Piedra Filosofal.jpg,https://www.sensacine.com/peliculas/pelicula-29276/trailer-19364254/,"Daniel Radcliffe,Rupert Grint,Emma Watson,Robbie Coltrane",Chris Columbus,"Steve Kloves,J.K. Rowling"
Salvar al soldado Ryan,"
18 de septiembre de 1998
",PT02H43M00S,"Guerra,Drama","La trama se encuentra contextualizada en el año 1944, en pleno transcurso de la Segunda Guerra Mundial, uno de los acontecimientos bélicos más impactantes y devastadores de todos los tiempos. Tras el famoso desembarco en Normandía, el soldado James Ryan, único superviviente de cuatro hermanos, los cuales han muerto en la guerra, ha desaparecido. Lo único que se sabe de él es que se lanzó tras las líneas enemigas junto a su fiel escuadrón de paracaidistas, por lo que las pistas acerca de su paradero son realmente escasas, algo que complicará enormemente la misión de ir hacia allí y rescatarle con vida.El capitán americano John Miller -interpretado por Tom Hanks ('Capitán Phillips')- convierte su búsqueda en una de sus prioridades y hace todo lo posible por llevarle de vuelta a su casa en Estados Unidos junto a su familia. En esta misión en territorio francés, el pelotón de Miller deberá arriesgar su existencia con la finalidad de traerle sano y salvo de vuelta a casa. Por el camino se pondrán a prueba el valor y la lealtad de todo el escuadrón.",/movie_images/Salvar al soldado Ryan.jpg,https://www.sensacine.com/peliculas/pelicula-18598/trailer-19426991/,"Ryan Hurst,Tom Hanks,Tom Sizemore,Edward Burns",Steven Spielberg,Robert Rodat
El silencio de los corderos,"
6 de septiembre de 1991
",PT01H58M00S,"Suspense,Drama","Esta película de suspense nos lleva a vivir una terrorífica historia que comienza con una serie de asesinatos de unas adolescentes en Alabama.Clarisse (Jodie Foster), una joven policía con un currículum intachable, sigue la pista del criminal para poder localizarle. Para ello pide ayuda a Hannibal Lecter (Anthony Hopkins), un sádico psiquiatra que se encuentra encarcelado en una prisión de gran seguridad.",/movie_images/El silencio de los corderos.jpg,https://www.sensacine.com/peliculas/pelicula-6641/trailer-19425916/,"Anthony Hopkins,Jodie Foster,Scott Glenn,Ted Levine",Jonathan Demme,"Ted Tally,Thomas Harris"
El precio del poder,"
12 de marzo de 1984
",PT02H45M00S,"Acción,Drama","En el año 1980, el levantamiento del bloqueo de Puerto Muriel por Fidel Castro hace que se produzca un éxodo masivo de cubanos hacia los Estados Unidos. Uno de esos cubanos es Tony Montana (Al Pacino), quien está cansado de la miseria y persigue el clásico 'sueño americano'. Sin embargo, todos los comienzos son duros ,y tras ser recluido y escapar del confinamiento, Tony su amigo Manny se encuentran trabajando en un puesto de comida ambulante. Cansados y decididos a ganar dinero de verdad, deciden hacerse un nombre en la ciudad a base de trabajos sucios, hasta levantar su propio imperio. Sin embargo, todo poder tiene un alto precio a pagar, sobre todo cuando le buscas las cosquillas al líder de una peligrosísima organización de narcotraficantes.",/movie_images/El precio del poder.jpg,https://www.sensacine.com/peliculas/pelicula-900/trailer-19514862/,"Al Pacino,Michelle Pfeiffer,Steven Bauer,Robert Loggia",Brian De Palma,"Oliver Stone,Ben Hecht,Howard Hawks,Armitage Trail"
